Unique ID,Product Code,Subproduct Code,Product Name,Description,materials,Size (imp),Size (met),Power,Trade Price,RRP,Category,Range,ImageName,ThumbImageURL,ViewImageURL,Hi-Res URL,Stock,StockLevel,MPN,Manufacturer,IsMan,IsWoman,IsLingerie,IsCouples,IsFetish,IsGayMale,IsGayFemale
N2296,N2296,,"Doc Johnson Quickie to Go UR3 Ass","Imagine being able to have anal sex whenever and wherever you wanted!

The Quickie to Go range by Doc Johnson have been specially designed to offer the optimum in masturbatory bliss!

Manufactured from their legendary trademarked UR3 rubber blend, this feels so good agasnt your skin it's almost better than the real thing! The soft sleeve stretches to fit any size, and with a little spot of water-based lube (one generous helping is already provided free), you'll never want another masturbator!

With a little care and attention (clean with warm soapy water after use, dry, and store somewhere cool out of direct sunlight and not touching any other jelly toys), you can expect the Quickie to give you years of pleasure!","UR3 rubber","stretches to fit","stretches to fit","None Required",5.4,15.99,Masturbators,Toys For Him,"n2296-quickie_to_go_ur3_ass","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2296-quickie_to_go_ur3_ass.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2296-quickie_to_go_ur3_ass.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2296-quickie_to_go_ur3_ass.jpg","In Stock",6,"0682-03-BX","Doc Johnson",-1,0,0,0,0,0,0
N2300,N2300,,"Not Yet! Delay Gel for Men by Doc Johnson","We know what it's like - sometimes you just get too excited and it's hard to keep it all in!

Give yourself a little relief with this mild numbing gel - just smear a tiny amount on the tip of your penis ten minutes prior to intercourse and it'll give you the time you need!

Contains small amounts of benzocaine.","various","0.5 fl oz","14.7 ml","None Required",4.38,11.99,Creams and Sprays,Enhancers,"n2300-not_yet_delay_gel_for_men","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2300-not_yet_delay_gel_for_men.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2300-not_yet_delay_gel_for_men.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2300-not_yet_delay_gel_for_men.jpg","In Stock",72,"1313-01-CD","Doc Johnson",-1,0,0,-1,0,-1,0
N2305,N2305,,"Doc Johnson Robo Suck 2","The Robosuck 2 is at your command!
Experience the incredible sucking, vibrating, and stroking that only this pocket cyborg could deliver by firing up the dual-remote which will not only plump and pump but vibrate too with multi-speed vibrations. The inner sleeve has been crafted with delicate nubs to add stimulation, ending in an orgasm that’ll fry your motherboard.

Non-phthalate and body-safe.","plastic","12&quot; x 3.2&quot; x 3.8&quot;","300mm x 70mm","C size batteries x 4",29.64,75.99,Masturbators,Toys For Him,"n2305-doc_johnson_robo_suck_2","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2305-doc_johnson_robo_suck_2.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2305-doc_johnson_robo_suck_2.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2305-doc_johnson_robo_suck_2.jpg","In Stock",10,"0655-01-BX","Doc Johnson",-1,0,0,0,0,-1,0
N2319,N2319,,"Sportsheets Beginner`s Bondage Fantasy Kit","This kit contains pretty much everything you need to embark upon kinky adventures with your partner!

Made thoughtfully with comfort in mind, the cuffs and blindfold are lined with faux fur to softly caress your partner, and the cuffs have a quick release Velcro fastening which will hold firm however hard it is tugged by the restrainee, but only takes a second to release in case of emergency.

Unlike some of the leather and PVC buckle restraints, which can be scary for a novice, this kit is designed for the curious beginner; flexible enough to use on most beds or chairs, you can also use imaginative restraints to tie your partner to themselves in various contortions. Start off gently by teasing with our flavoured oral oils, or use some of our vibrating toys for ultimate pleasure!

Kit contains a soft blindfold, two ankle cuffs, two wrist cuffs and connecting straps. 
","faux fur/nylon","44&quot; (connecting straps)- Blindfold fits all","1100mm (connecting straps)- Blindfold fits all","None Required",10.22,23.99,Restraints,Bondage,"n2319-beginners_bondage_fantasy_kit","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2319-beginners_bondage_fantasy_kit.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2319-beginners_bondage_fantasy_kit.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2319-beginners_bondage_fantasy_kit.jpg","In Stock",4,"SS350-01","Sportsheets International Inc.",0,0,0,-1,-1,0,-1
N2323 NS0942,N2323,NS0942,"Doc Johnson Hot Pink Ballsy Super Cock - 6-inch","This super dong comes from the ever popular Raging Hardons line by Doc Johnson - in a choice of six or seven inches, it's guaranteed to satisfy even the most demanding!

With a ballsy design that makes it perfect for use in a ring harness or alone, the super cock is really just that - super!","thermo plastic rubber","7&quot; x 1.5&quot;-6&quot; x 1.25&quot;","180mm x 45mm-150mm x 35mm-","None Required",6.4,19.99,Dildos & Dongs,Dildos,"n2323-ballsy_supercock","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2323-ballsy_supercock.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2323-ballsy_supercock.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2323-ballsy_supercock.jpg","In Stock",6,"0225-07-CD","Doc Johnson",0,-1,0,-1,-1,-1,-1
N2323 NS0943,N2323,NS0943,"Doc Johnson Hot Pink Ballsy Super Cock - 7-inch","This super dong comes from the ever popular Raging Hardons line by Doc Johnson - in a choice of six or seven inches, it's guaranteed to satisfy even the most demanding!

With a ballsy design that makes it perfect for use in a ring harness or alone, the super cock is really just that - super!","thermo plastic rubber","7&quot; x 1.5&quot;-6&quot; x 1.25&quot;","180mm x 45mm-150mm x 35mm-","None Required",8.42,19.99,Dildos & Dongs,Dildos,"n2323-ballsy_supercock","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2323-ballsy_supercock.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2323-ballsy_supercock.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2323-ballsy_supercock.jpg","In Stock",6,"0225-08-CD","Doc Johnson",0,-1,0,-1,-1,-1,-1
N2337,N2337,,"Doc Johnson Vac-U-Lock Ultra Harness with 8-inch Dong","You may have heard of Doc Johnsons' amazing &quot;Vac-u-lock&quot; system, probably the best interchangeable-dildo system in the world. Whether you fancy some double ended fun, or you're looking for a flexible harness system that you can customise for yourself and your lover, the Vac-u-lock range will have something for you.

This sturdy harness set works brilliantly as a stand-alone strap-on. With a high quality realistic moulded eight inch dildo, you'll be able to satisfy your love in comfort and style! With an open crotch for your pleasure and adjustable straps to accommodate up to a 40 inch waist, you'll have hours and hours of fun!

If at a later date you decide to invest in another dildo, simply type &quot;Vac-u-lock&quot; into our product search bar and choose your next weapon from our extensive range!","thermo plastic rubber","8&quot; x 1.5&quot;","205mm x 40mm","None Required",20.22,56.99,Strap Ons,Dildos,"n2337-vac_u_loc_with_8_inch_dong","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2337-vac_u_loc_with_8_inch_dong.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2337-vac_u_loc_with_8_inch_dong.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2337-vac_u_loc_with_8_inch_dong.jpg","In Stock",5,"1050-01-BX","Doc Johnson",0,0,0,-1,-1,0,-1
N2338,N2338,,"Doc Johnson Vac-U-Lock Harness with 6-inch Realistic Dong","You may have heard of Doc Johnsons' amazing &quot;Vac-u-lock&quot; system, probably the best interchangeable-dildo system in the world. Whether you fancy some double ended fun, or you're looking for a flexible harness system that you can customise for yourself and your lover, the Vac-u-loc range will have something for you.

This sturdy harness set works brilliantly as a stand-alone strap-on. With a high quality realistic moulded six inch ballsy dildo, you'll be able to satisfy your love in comfort and style! With an open crotch for your pleasure and adjustable straps to accommodate up to a 44 inch waist, you'll have hours and hours of fun!

If at a later date you decide to invest in another dildo, simply type &quot;Vac-u-lock&quot; into our product search bar and choose your next weapon from our extensive range!
 ","thermo plastic rubber","6&quot; x 1.629&quot;","300mm x 4.14cm","None Required",31,87.99,Strap Ons,Dildos,"n2338-vac_u_loc_harness_and_6_inch_realistic","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2338-vac_u_loc_harness_and_6_inch_realistic.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2338-vac_u_loc_harness_and_6_inch_realistic.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2338-vac_u_loc_harness_and_6_inch_realistic.jpg","In Stock",6,"1050-02-BX","Doc Johnson",0,-1,0,-1,-1,0,-1
N2339,N2339,,"Doc Johnson UR3 Blush 6 Inch Anal Starter Tool","Designed with the enthusiastic anal amateur in mind, the Blush Anal Starter from sex specialists Doc Johnson is perfect for a spot of gentle investigation.

Doc Johnson have formulated a rubber blend called UR3 especially for this type of sex toy. With low friction, a warm touch, and a pleasing colour, it is painless to insert (although lube makes it even easier!) and easy to keep clean.

It has an extra-wide solid base to facilitate gripping and help to prevent embarrassing accidents, and a length and width that are satisfying without being scary.  
","UR3 rubber","6&quot; x 0.75&quot;","150mm x 19mm","None Required",5.81,17.99,Anal Dildos,Anal Toys,"n2339-blush_ur3_anal_starter","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2339-blush_ur3_anal_starter.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2339-blush_ur3_anal_starter.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2339-blush_ur3_anal_starter.jpg","In Stock",12,"0278-01-CD","Doc Johnson",-1,-1,0,-1,-1,-1,0
N2341,N2341,,"Doc Johnson Blush UR3 7-inch Cock","Doc Johnson spent many years researching before they came up with UR3, a skin-like blend of rubbers which feels uncanny to the touch - warm and soft and yielding, just like the real thing.

The Blush ballsy is a simple yet attractive dong; eight inches long and an inch and a half wide, it can satisfy even the hardest to please! It is sculpted with care, and it comes with a large set of balls which make it ideal for use with a ring harness, but it is equally satisfying alone. ","UR3 rubber","8&quot; x 1.5&quot;","210mm x 40mm","None Required",9.9,23.99,Dildos & Dongs,Dildos,"n2341-blush_ur3_7-inch_cock","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2341-blush_ur3_7-inch_cock.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2341-blush_ur3_7-inch_cock.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2341-blush_ur3_7-inch_cock.jpg","In Stock",5,"0278-05-CD","Doc Johnson",0,-1,0,0,-1,-1,-1
N2385,N2385,,"Eclipse Ultra 7 Rabbitronic Vibe","The Eclipse Ultra-7 Rabbit vibe has to be one of the best we've seen for the money, anywhere!

Combining a rotating head for those elusive g-spots,  five rows of squirming steel balls for vaginal stimulation, and a soft little bunny with ears designed to coax you into clitoral ecstasy, the Rabbitronic will soon become your new best friend!

Featuring the Ultra - 7 set of controls, you can experience three pulsating, three surging and one escalating function to blow your mind!","non-toxic vinyl rubber","10&quot; x 1.5&quot;","250mm x 40mm","AA size batteries x 4",17.38,40.99,Rabbit Vibrators,Vibrators,"n2396-eclipse_rabbitronic_vibrator_red","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2396-eclipse_rabbitronic_vibrator_red.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2396-eclipse_rabbitronic_vibrator_red.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2396-eclipse_rabbitronic_vibrator_red.jpg","In Stock",12,"2K466CLV-7-BCD","Seven Creations",0,-1,0,0,0,0,-1
N2386,N2386,,"Sportsheets New Comers Strap on Kit","How many of us have secretly always wanted to experience anal penetration from our girlfriends but shied away from the huge dongs we see on harnesses for sale everywhere? &quot;But surely that would hurt..?&quot; we ask ourselves!

This beautifully designed little harness from Mantric is thoughtfully manufactured to allay your fears!

The soft, silicone probe is not much larger than a finger - use plenty of lube and you'll get all the prostate-tingling sensations with none of the effort! 

The little velvet and nylon harness is flattering and strong enough to enable her to control the probes motion! Adjustable to fit up to a size fourteen comfortably, this could be just the thing you were looking for!","nylon/velvet/silicone","5&quot; x 0.75&quot;","120mm x 20mm","None Required",14,35.99,Strap Ons,Dildos,"n2386-new_comers_strap_on_kit","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2386-new_comers_strap_on_kit.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2386-new_comers_strap_on_kit.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2386-new_comers_strap_on_kit.jpg","Out of Stock",0,"SS696-01","Sportsheets International Inc.",0,-1,0,-1,-1,0,-1
N2388,N2388,,"Sportsheets Doggie Style Sex Enhancer","Doggie Style - offering unparallelled thrust opportunities, no other position will get you deeper - but sometimes it can be difficult to coordinate thrusting, balancing, and getting the correct angle for you both to get the most from the experience.

This great harness enables you to make every thrust count; slide the comfortable padded belt around your partners hips and use it to pull them effortlessly onto you, giving you unprecedented control of rhythm and angle.","nylon","adjustable","adjustable","None Required",7.5,17.99,Restraints,Bondage,"n2388-sportsheets_doggie_style_sex_enhancer","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2388-sportsheets_doggie_style_sex_enhancer.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2388-sportsheets_doggie_style_sex_enhancer.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2388-sportsheets_doggie_style_sex_enhancer.jpg","Out of Stock",0,"SS412-01","Sportsheets International Inc.",0,0,0,-1,0,0,0
N2402,N2402,,"Doc Johnson Jenna Jameson Pussy Pocket Pal","Doc Johnson has been making sex toys in Hollywood for over thirty years, and luckily for us their reputation is good enough to encourage the cream of the porn world to pose for their toys!

Jenna Jameson is blonde, lithe and feisty and her masturbator has a faithful recreation of her own pussy, lovingly sculpted out of Doc Johnsons' legendary UR3 rubber, relistic to the touch and soft on the penis!

Seven and a half inches of grippable bliss, this masturbator is much longer than average for big boys, and had hand coloured lips for that personal touch! With sensational ridges in and outside for your gripping pleasure, let Jenna take you on a journey of bliss!","UR3 rubber","7.5&quot; x 3&quot;","80mm x 190mm","None Required",14.16,35.99,Masturbators,Toys For Him,"n2402-jenna_ur3_pocket_pussy","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2402-jenna_ur3_pocket_pussy.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2402-jenna_ur3_pocket_pussy.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2402-jenna_ur3_pocket_pussy.jpg","In Stock",6,"5543-17-BX","Doc Johnson",-1,0,0,0,0,0,0
N2403 NS0999,N2403,NS0999,"Doc Johnson Velvet Touch Vibrator - pink","Doc Johnson have been designing sex toys for thirty years and they certainly know what they're doing!

Imagine our excitement when we saw what they'd come up with this time - a special type of silky smooth rubber which feels like velvet to your fingertips!

They've taken their best-selling classic multi-speed slim vibe design, and covered it all over with the most luscious coating - you won't be able to keep your hands off them!

In a choice of four elegant colours, every girl should experience the Velvet Touch.

","velvet touch plastic","7&quot; x 1&quot;","180mm x 25mm","AA size batteries x 2",6.12,13.99,Classic Vibrators,Vibrators,"n2403-velvet_touch_vibrators","http://www.net1on1uk.co.uk/modules/shop/images/thumbs/n2403-velvet_touch_vibrators.gif","http://www.net1on1uk.co.uk/modules/shop/images/n2403-velvet_touch_vibrators.jpg","http://www.net1on1uk.co.uk/modules/shop/images/hi_resolution/n2403-velvet_touch_vibrators.jpg","In Stock",29,"0340-01-BX","Doc Johnson",0,-1,0,-1,-1,0,-1
